1149;Besser;1967-06-05 00:00:00.000;1999-12-23 00:00:00.000
1150;Bibb;1961-05-31 00:00:00.000;1999-08-21 00:00:00.000
1151;Bice;1971-05-28 00:00:00.000;1999-09-11 00:00:00.000
1152;Bickel;1964-07-11 00:00:00.000;1999-09-08 00:00:00.000
1153;Bigby;1967-11-13 00:00:00.000;1999-10-11 00:00:00.000
1154;Bugbee;1977-03-22 00:00:00.000;1999-07-03 00:00:00.000
1155;Biggs;1990-04-01 00:00:00.000;1999-10-16 00:00:00.000
1156;Bing;1976-01-16 00:00:00.000;1999-08-21 00:00:00.000
1157;Binner;1962-12-10 00:00:00.000;1999-11-12 00:00:00.000
1158;Byrd;1974-07-07 00:00:00.000;1999-11-06 00:00:00.000
1159;Bryan;1978-12-31 00:00:00.000;1999-11-22 00:00:00.000
1160;Bishop;1960-01-12 00:00:00.000;1999-07-15 00:00:00.000
1161;Bitton;1961-11-04 00:00:00.000;1999-06-23 00:00:00.000
1162;Bittle;1970-04-24 00:00:00.000;1999-06-27 00:00:00.000
1163;Blackwell;1959-06-03 00:00:00.000;1999-09-21 00:00:00.000
1164;Bland;1980-12-31 00:00:00.000;1999-09-23 00:00:00.000
1165;Blay;1986-08-06 00:00:00.000;1999-06-18 00:00:00.000
1166;Blevens;1965-09-20 00:00:00.000;1999-10-21 00:00:00.000
1167;Blood;1974-05-03 00:00:00.000;1999-08-14 00:00:00.000
1168;Blunt;1964-05-04 00:00:00.000;1999-10-26 00:00:00.000
1169;Board;1989-12-05 00:00:00.000;1999-09-20 00:00:00.000
1170;Blue;1962-05-11 00:00:00.000;1999-11-07 00:00:00.000
1171;Blount;1972-08-13 00:00:00.000;1999-09-05 00:00:00.000
1172;Blocker;1975-08-01 00:00:00.000;1999-07-14 00:00:00.000
1173;Boaz;1970-03-31 00:00:00.000;1999-06-21 00:00:00.000
1174;Bock;1978-10-16 00:00:00.000;1999-07-06 00:00:00.000
1175;Bodin;1989-11-21 00:00:00.000;1999-06-21 00:00:00.000
1176;Bolden;1973-12-30 00:00:00.000;1999-07-28 00:00:00.000
1177;Bomer;1988-01-30 00:00:00.000;1999-11-05 00:00:00.000
1178;Bonds;1968-05-19 00:00:00.000;1999-10-20 00:00:00.000
1179;Bone;1967-11-05 00:00:00.000;1999-06-19 00:00:00.000
1180;Body;1960-06-06 00:00:00.000;1999-08-07 00:00:00.000
1181;Booker;1985-05-16 00:00:00.000;1999-08-02 00:00:00.000
1182;Boom;1967-02-22 00:00:00.000;1999-09-09 00:00:00.000
1183;Boon;1967-10-12 00:00:00.000;1999-08-11 00:00:00.000
1184;Bott;1960-11-21 00:00:00.000;1999-09-10 00:00:00.000
1185;Bosch;1966-03-08 00:00:00.000;1999-11-29 00:00:00.000
1186;Botts;1978-10-02 00:00:00.000;1999-11-06 00:00:00.000
1187;Bowden;1989-11-24 00:00:00.000;1999-08-09 00:00:00.000
1188;Bowers;1977-04-02 00:00:00.000;1999-06-17 00:00:00.000
1189;Bowick;1980-04-03 00:00:00.000;1999-08-26 00:00:00.000
1190;Bowman;1990-12-20 00:00:00.000;1999-06-25 00:00:00.000
1191;Boyce;1989-10-02 00:00:00.000;1999-10-09 00:00:00.000
1192;Boxley;1970-11-02 00:00:00.000;1999-07-02 00:00:00.000
1193;Boyd;1975-03-08 00:00:00.000;1999-07-17 00:00:00.000
1194;Boykens;1992-01-23 00:00:00.000;1999-06-28 00:00:00.000
1195;Brack;1960-05-12 00:00:00.000;1999-08-12 00:00:00.000
1196;Brade;1977-05-29 00:00:00.000;1999-12-11 00:00:00.000
1197;Brady;1977-02-04 00:00:00.000;1999-08-25 00:00:00.000
1198;Braggs;1987-04-01 00:00:00.000;1999-11-21 00:00:00.000
1199;Brigg;1981-07-04 00:00:00.000;1999-10-30 00:00:00.000
1200;Bradford;1992-02-29 00:00:00.000;1999-08-11 00:00:00.000
1201;Brann;1975-09-07 00:00:00.000;1999-08-26 00:00:00.000
1202;Branson;1982-04-04 00:00:00.000;1999-07-08 00:00:00.000
1203;Brant;1973-04-23 00:00:00.000;1999-09-23 00:00:00.000
1204;Branum;1986-03-06 00:00:00.000;1999-09-22 00:00:00.000
1205;Brasher;1973-06-17 00:00:00.000;1999-09-15 00:00:00.000
1206;Braun;1966-11-24 00:00:00.000;1999-10-09 00:00:00.000
1207;Bray;1975-07-04 00:00:00.000;1999-10-21 00:00:00.000
1208;Brazell;1988-07-17 00:00:00.000;1999-08-17 00:00:00.000
1209;Braizl;1969-05-08 00:00:00.000;1999-08-01 00:00:00.000
1210;Breeden;1964-05-08 00:00:00.000;1999-09-20 00:00:00.000
1211;Breen;1966-10-01 00:00:00.000;1999-10-01 00:00:00.000
1212;Breeze;1971-05-10 00:00:00.000;1999-12-01 00:00:00.000
1213;Bremer;1975-02-13 00:00:00.000;1999-07-11 00:00:00.000
1214;Brett;1981-11-20 00:00:00.000;1999-11-04 00:00:00.000
1215;Brew;1979-08-02 00:00:00.000;1999-11-12 00:00:00.000
1216;Brickey;1964-09-22 00:00:00.000;1999-11-17 00:00:00.000
1217;Bridges;1966-01-26 00:00:00.000;1999-12-18 00:00:00.000
1218;Bright;1961-07-30 00:00:00.000;1999-06-13 00:00:00.000
1219;Brightwell;1985-06-22 00:00:00.000;1999-08-19 00:00:00.000
1220;Brink;1974-08-24 00:00:00.000;1999-06-26 00:00:00.000
1221;Brister;1963-03-17 00:00:00.000;1999-07-07 00:00:00.000
1222;Britton;1960-12-29 00:00:00.000;1999-10-29 00:00:00.000
1223;Britz;1976-12-04 00:00:00.000;1999-09-26 00:00:00.000
1224;Brooks;1966-07-14 00:00:00.000;1999-09-07 00:00:00.000
1225;Bross;1983-12-08 00:00:00.000;1999-11-05 00:00:00.000
1226;Brown;1972-07-09 00:00:00.000;1999-12-07 00:00:00.000
1227;Brownnie;1983-12-04 00:00:00.000;1999-06-19 00:00:00.000
1228;Browning;1980-04-05 00:00:00.000;1999-10-28 00:00:00.000
1229;Bruce;1959-12-06 00:00:00.000;1999-08-30 00:00:00.000
1230;Bruder;1972-08-14 00:00:00.000;1999-07-28 00:00:00.000
1231;Brunette;1991-10-15 00:00:00.000;1999-11-16 00:00:00.000
1232;Bryant;1982-04-14 00:00:00.000;1999-08-27 00:00:00.000
1233;Bruton;1983-07-18 00:00:00.000;1999-07-29 00:00:00.000
1234;Bruch;1971-02-17 00:00:00.000;1999-08-31 00:00:00.000
1235;Buch;1990-06-17 00:00:00.000;1999-06-26 00:00:00.000
1236;Bucklin;1980-08-20 00:00:00.000;1999-08-13 00:00:00.000
1237;Buckner;1962-11-05 00:00:00.000;1999-07-09 00:00:00.000
1238;Buddson;1961-12-19 00:00:00.000;1999-08-30 00:00:00.000
1239;Bufford;1990-12-06 00:00:00.000;1999-09-22 00:00:00.000
1240;Bulgin;1975-08-28 00:00:00.000;1999-12-22 00:00:00.000
1241;Burch;1966-07-27 00:00:00.000;1999-08-19 00:00:00.000
1242;Burgess;1972-06-02 00:00:00.000;1999-07-30 00:00:00.000
1243;Burke;1975-12-14 00:00:00.000;1999-06-30 00:00:00.000
1244;Burks;1976-05-29 00:00:00.000;1999-12-20 00:00:00.000
1245;Burnette;1977-09-24 00:00:00.000;1999-12-08 00:00:00.000
1246;Burroughs;1981-01-03 00:00:00.000;1999-09-01 00:00:00.000
1247;Burrow;1982-03-07 00:00:00.000;1999-06-14 00:00:00.000
1248;Burt;1984-04-03 00:00:00.000;1999-10-26 00:00:00.000
1249;Burwell;1975-09-29 00:00:00.000;1999-07-03 00:00:00.000
1250;Burton;1966-10-06 00:00:00.000;1999-08-08 00:00:00.000
1251;Busby;1985-03-09 00:00:00.000;1999-06-11 00:00:00.000
1252;Bush;1976-06-07 00:00:00.000;1999-11-06 00:00:00.000
1253;Butler;1985-09-20 00:00:00.000;1999-08-08 00:00:00.000
1254;Byer;1991-05-16 00:00:00.000;1999-11-16 00:00:00.000
1255;Byrnes;1981-08-01 00:00:00.000;1999-12-08 00:00:00.000
1256;Bage;1988-03-09 00:00:00.000;1999-08-27 00:00:00.000
1257;caffey;1963-06-16 00:00:00.000;1999-12-18 00:00:00.000
1258;Cable;1985-08-10 00:00:00.000;1999-10-25 00:00:00.000
1259;Cambell;1972-08-10 00:00:00.000;1999-06-04 00:00:00.000
1260;Canfield;1964-12-04 00:00:00.000;1999-07-05 00:00:00.000
1261;Canter;1976-02-28 00:00:00.000;1999-08-25 00:00:00.000
1262;Cantrell;1962-11-25 00:00:00.000;1999-07-28 00:00:00.000
1263;Canup;1980-07-16 00:00:00.000;1999-11-26 00:00:00.000
1264;Capers;1975-10-10 00:00:00.000;1999-07-10 00:00:00.000
1265;Capp;1988-11-14 00:00:00.000;1999-08-18 00:00:00.000
1266;Carden;1970-01-16 00:00:00.000;1999-11-09 00:00:00.000
1267;Cardwell;1966-07-30 00:00:00.000;1999-09-02 00:00:00.000
1268;Carey;1967-03-03 00:00:00.000;1999-12-02 00:00:00.000
1269;Carlton;1979-06-21 00:00:00.000;1999-08-18 00:00:00.000
1270;Carman;1972-03-18 00:00:00.000;1999-11-28 00:00:00.000
1271;Carney;1978-08-31 00:00:00.000;1999-12-13 00:00:00.000
1272;Caron;1976-05-28 00:00:00.000;1999-08-09 00:00:00.000
1273;Carr;1987-12-12 00:00:00.000;1999-07-25 00:00:00.000
1274;Carroll;1967-12-10 00:00:00.000;1999-07-08 00:00:00.000
1275;Carswell;1970-10-24 00:00:00.000;1999-06-01 00:00:00.000
1276;Carter;1983-10-21 00:00:00.000;1999-11-24 00:00:00.000
1277;Cash;1968-07-26 00:00:00.000;1999-10-26 00:00:00.000
1278;Casper;1972-09-18 00:00:00.000;1999-11-18 00:00:00.000
1279;Caves;1983-10-14 00:00:00.000;1999-08-31 00:00:00.000
1280;Caudle;1961-12-22 00:00:00.000;1999-08-26 00:00:00.000
1281;Cayton;1970-07-25 00:00:00.000;1999-10-28 00:00:00.000
1282;Cecil;1969-09-03 00:00:00.000;1999-11-15 00:00:00.000
1283;Center;1964-05-26 00:00:00.000;1999-10-03 00:00:00.000
1284;Cerny;1990-10-30 00:00:00.000;1999-07-22 00:00:00.000
1285;Certain;1990-04-18 00:00:00.000;1999-06-25 00:00:00.000
1286;Chade;1991-10-02 00:00:00.000;1999-10-11 00:00:00.000
1287;Chambers;1979-02-02 00:00:00.000;1999-12-07 00:00:00.000
1288;Chan;1978-04-20 00:00:00.000;1999-07-22 00:00:00.000
1289;Chandler;1987-09-03 00:00:00.000;1999-06-16 00:00:00.000
1290;Chapman;1973-10-30 00:00:00.000;1999-11-07 00:00:00.000
1291;Charles;1967-06-27 00:00:00.000;1999-08-19 00:00:00.000
1292;Chase;1972-06-18 00:00:00.000;1999-09-19 00:00:00.000
1293;Chatfield;1968-04-18 00:00:00.000;1999-10-01 00:00:00.000
1294;Cheeks;1966-04-21 00:00:00.000;1999-06-17 00:00:00.000
1295;Cheers;1988-10-31 00:00:00.000;1999-06-24 00:00:00.000
1296;Chen;1980-11-05 00:00:00.000;1999-12-07 00:00:00.000
1297;A0197;1967-01-09 00:00:00.000;1999-12-17 00:00:00.000
1298;Cheery;1987-03-20 00:00:00.000;1999-09-01 00:00:00.000
1299;Chi;1975-07-31 00:00:00.000;1999-11-09 00:00:00.000
1300;Chubb;1986-11-04 00:00:00.000;1999-08-20 00:00:00.000
1301;Chunn;1965-11-02 00:00:00.000;1999-08-08 00:00:00.000
1302;Chriswell;1972-12-27 00:00:00.000;1999-07-03 00:00:00.000
1303;Claybrook;1979-10-11 00:00:00.000;1999-06-21 00:00:00.000
1304;Clayton;1966-02-24 00:00:00.000;1999-10-24 00:00:00.000
1305;Clifford;1975-12-27 00:00:00.000;1999-07-09 00:00:00.000
1306;Cline;1991-12-26 00:00:00.000;1999-09-07 00:00:00.000
1307;Cloud;1959-07-19 00:00:00.000;1999-08-29 00:00:00.000
1308;Clyde;1968-11-24 00:00:00.000;1999-11-06 00:00:00.000
1309;Cloyd;1988-09-11 00:00:00.000;1999-11-20 00:00:00.000
1310;Clouse;1965-03-23 00:00:00.000;1999-06-23 00:00:00.000
1311;Coats;1959-10-02 00:00:00.000;1999-07-02 00:00:00.000
1312;Cobb;1971-10-24 00:00:00.000;1999-07-10 00:00:00.000
1313;Cobble;1991-08-06 00:00:00.000;1999-12-01 00:00:00.000
1314;Cody;1978-07-09 00:00:00.000;1999-11-01 00:00:00.000
1315;Cohen;1964-03-06 00:00:00.000;1999-07-25 00:00:00.000
1316;Coker;1960-05-04 00:00:00.000;1999-11-21 00:00:00.000
1317;Cole;1985-02-24 00:00:00.000;1999-11-14 00:00:00.000
1318;Coleman;1970-05-06 00:00:00.000;1999-09-03 00:00:00.000
1319;Colley;1977-08-26 00:00:00.000;1999-11-16 00:00:00.000
1320;Coller;1977-12-10 00:00:00.000;1999-07-13 00:00:00.000
1321;Collins;1966-03-27 00:00:00.000;1999-08-16 00:00:00.000
1324;Combs;1978-03-29 00:00:00.000;1999-06-11 00:00:00.000
1325;Colon;1977-05-28 00:00:00.000;1999-07-14 00:00:00.000
1326;Collinson;1991-01-16 00:00:00.000;1999-12-13 00:00:00.000
1327;Coney;1992-01-09 00:00:00.000;1999-11-24 00:00:00.000
1328;Connell;1972-11-10 00:00:00.000;1999-11-17 00:00:00.000
1329;Conner;1991-12-03 00:00:00.000;1999-07-25 00:00:00.000
1330;Cooper;1965-02-22 00:00:00.000;1999-10-24 00:00:00.000
1332;Coulter;1982-03-02 00:00:00.000;1999-06-24 00:00:00.000
1334;Craig;1972-07-08 00:00:00.000;1999-09-26 00:00:00.000
1339;Cross;1983-03-21 00:00:00.000;1999-10-17 00:00:00.000
1340;Crump;1972-10-06 00:00:00.000;1999-12-17 00:00:00.000
1341;Curtis;1980-08-15 00:00:00.000;1999-09-17 00:00:00.000
1342;Daniel;1966-10-01 00:00:00.000;1999-10-01 00:00:00.000
1343;Darty;1984-01-03 00:00:00.000;1999-09-04 00:00:00.000
1344;Dasher;1989-02-15 00:00:00.000;1999-07-30 00:00:00.000
1345;Derrick;1981-05-06 00:00:00.000;1999-12-04 00:00:00.000
1348;Dickson;1991-09-29 00:00:00.000;1999-11-07 00:00:00.000
1349;Dinnkle;1978-07-01 00:00:00.000;1999-10-06 00:00:00.000
1350;Dotson;1968-03-21 00:00:00.000;1999-09-15 00:00:00.000
1351;Dobson;1985-06-27 00:00:00.000;1999-11-28 00:00:00.000
1352;Dorning;1962-06-22 00:00:00.000;1999-09-22 00:00:00.000
1353;Downs;1973-01-22 00:00:00.000;1999-06-16 00:00:00.000
1354;Draper;1974-03-30 00:00:00.000;1999-10-25 00:00:00.000
1356;Driver;1990-06-18 00:00:00.000;1999-12-24 00:00:00.000
1357;Duke;1978-11-05 00:00:00.000;1999-09-20 00:00:00.000
1358;Duncan;1979-08-15 00:00:00.000;1999-06-19 00:00:00.000
1359;Dunson;1965-06-22 00:00:00.000;1999-07-30 00:00:00.000
1360;Durham;1960-01-12 00:00:00.000;1999-07-03 00:00:00.000
1361;Early;1973-03-20 00:00:00.000;1999-09-24 00:00:00.000
1362;Echols;1977-10-05 00:00:00.000;1999-11-12 00:00:00.000
1365;Eaves;1979-03-24 00:00:00.000;1999-09-17 00:00:00.000
1367;Edwards;1989-04-15 00:00:00.000;1999-11-09 00:00:00.000
1371;Elder;1984-05-02 00:00:00.000;1999-12-17 00:00:00.000
1372;Eley;1970-10-05 00:00:00.000;1999-10-22 00:00:00.000
1373;Edger;1985-06-01 00:00:00.000;1999-06-08 00:00:00.000
1374;Ellett;1985-07-04 00:00:00.000;1999-09-10 00:00:00.000
1375;Elliot;1966-03-13 00:00:00.000;1999-10-05 00:00:00.000
1376;Elmore;1989-04-10 00:00:00.000;1999-12-16 00:00:00.000
1377;Emerson;1980-11-17 00:00:00.000;1999-06-04 00:00:00.000
1378;English;1981-02-28 00:00:00.000;1999-12-20 00:00:00.000
1379;Erskine;1959-09-22 00:00:00.000;1999-12-18 00:00:00.000
1381;Ervin;1978-07-20 00:00:00.000;1999-11-17 00:00:00.000
1382;Epps;1960-09-26 00:00:00.000;1999-06-12 00:00:00.000
1384;Ewing;1972-12-17 00:00:00.000;1999-09-16 00:00:00.000
1385;Fann;1983-07-07 00:00:00.000;1999-09-03 00:00:00.000
1386;Farmer;1970-01-02 00:00:00.000;1999-06-16 00:00:00.000
1387;Farley;1972-11-04 00:00:00.000;1999-09-29 00:00:00.000
1388;Faulk;1984-06-30 00:00:00.000;1999-09-30 00:00:00.000
1391;Fern;1983-02-07 00:00:00.000;1999-10-24 00:00:00.000
1393;Fleton;1984-10-30 00:00:00.000;1999-06-15 00:00:00.000
1394;Fennell;1967-07-25 00:00:00.000;1999-12-17 00:00:00.000
1398;Felker;1967-10-27 00:00:00.000;1999-10-29 00:00:00.000
1401;Ferry;1986-07-04 00:00:00.000;1999-10-29 00:00:00.000
1403;Farrow;1971-02-10 00:00:00.000;1999-09-25 00:00:00.000
1405;Findley;1978-06-08 00:00:00.000;1999-10-11 00:00:00.000
1406;Fitts;1963-12-30 00:00:00.000;1999-06-13 00:00:00.000
1409;Flaker;1965-07-24 00:00:00.000;1999-09-13 00:00:00.000
1411;Flatton;1971-12-02 00:00:00.000;1999-09-10 00:00:00.000
1420;Flynn;1968-07-19 00:00:00.000;1999-06-19 00:00:00.000
1425;Folke;1969-04-09 00:00:00.000;1999-06-16 00:00:00.000
1426;Ford;1975-08-16 00:00:00.000;1999-09-04 00:00:00.000
1427;Flippo;1979-01-20 00:00:00.000;1999-06-07 00:00:00.000
1428;Foreman;1969-11-13 00:00:00.000;1999-06-29 00:00:00.000
1430;Fowler;1980-01-09 00:00:00.000;1999-12-20 00:00:00.000
1431;Fox;1986-08-10 00:00:00.000;1999-09-25 00:00:00.000
1437;Foy;1967-11-22 00:00:00.000;1999-09-24 00:00:00.000
1438;Franks;1976-02-21 00:00:00.000;1999-09-27 00:00:00.000
1440;Freeman;1970-12-06 00:00:00.000;1999-12-22 00:00:00.000
1447;French;1982-06-28 00:00:00.000;1999-09-01 00:00:00.000
1450;Frey;1960-11-09 00:00:00.000;1999-12-04 00:00:00.000
1476;Frost;1980-08-10 00:00:00.000;1999-12-24 00:00:00.000
1488;Fry;1991-09-06 00:00:00.000;1999-12-20 00:00:00.000
1496;Fury;1969-03-15 00:00:00.000;1999-12-21 00:00:00.000
1500;Gaba;1969-09-24 00:00:00.000;1999-12-24 00:00:00.000
1510;Gallup;1970-11-06 00:00:00.000;1999-12-22 00:00:00.000
1517;Garner;1981-02-28 00:00:00.000;1999-12-01 00:00:00.000
1520;Hayes;1960-11-19 00:00:00.000;1999-12-04 00:00:00.000
1526;Hudson;1980-08-11 00:00:00.000;1999-12-24 00:00:00.000
1528;Key;1992-09-16 00:00:00.000;1999-12-20 00:00:00.000
1530;King;1968-09-23 00:00:00.000;1999-12-24 00:00:00.000
1541;Morgan;1971-06-20 00:00:00.000;1999-12-05 00:00:00.000
1545;Noble;1973-10-04 00:00:00.000;1999-12-24 00:00:00.000
